id,title,text,rating,author,app_version,created_at,country,cleaned_text,sentiment,sentiment_score
12432174789,Thank you Ella,Ella is amazing! She has been there for me during a change in my life and has always been caring and understanding. I would definitely recommend.,5,bajan2018,,2025-03-17T18:16:46Z,gb,Thank you Ella. Ella is amazing! She has been there for me during a change in my life and has always been caring and understanding. I would definitely recommend.,positive,0.9662
8595679629,Who Got Fired?,"My friend and I used to use this application daily, and boasted about it to everybody we knew. It was extremely accurate, and provided so much interesting information. However, now the daily horoscopes have become general positive quotes and are being recycled through different signs … It’s a shame, please bring back whoever wrote the previous horoscopes :(",2,cowboy:-),,2022-04-22T22:37:48Z,gb,"Who Got Fired?. My friend and I used to use this application daily, and boasted about it to everybody we knew. It was extremely accurate, and provided so much interesting information. However, now the daily horoscopes have become general positive quotes and are being recycled through different signs ... It’s a shame, please bring back whoever wrote the previous horoscopes :(",negative,-0.0717
11421723125,Misleading ads and Inaccurate Information,"If you've downloaded this app after seeing Instagram ads promising personalised insights into archetypes, I feel for you. I did the same thing, paid money for it and received two PDFs: one not even remotely personalised, and one with pictures of my hand next to very generic information.
You're not going to get what you've been promised.

As for the information in the app, the astrological information it brought up for me is very inaccurate. The ascendant is one of the most important points in a birth chart, and the app is claiming that mine is Virgo when it is in fact Leo. These are vastly different signs, so there's clearly something wrong with the AI.",1,32BitWitch,,2024-06-25T14:55:04Z,gb,"Misleading ads and Inaccurate Information. If you've downloaded this app after seeing Instagram ads promising personalised insights into archetypes, I feel for you. I did the same thing, paid money for it and received two PDFs: one not even remotely personalised, and one with pictures of my hand next to very generic information. You're not going to get what you've been promised. As for the information in the app, the astrological information it brought up for me is very inaccurate. The ascendant is one of the most important points in a birth chart, and the app is claiming that mine is Virgo when it is in fact Leo. These are vastly different signs, so there's clearly something wrong with the AI.",negative,-0.1151
13742197100,AWFUL,"DO NOT DOWNLOAD THIS APP!!!! 

They give you something for free then later take payments out of your account. I have complained and they originally refunded me however, 5 months later they are still trying to take more money out of my account after sending me an email in black and white and BOLD letters that the subscription was cancelled and no money will be taken from my account. 

Please don’t fall in this trap! ❌",1,DKC😊,,2026-02-12T19:48:18Z,gb,"AWFUL. DO NOT DOWNLOAD THIS APP!!!! They give you something for free then later take payments out of your account. I have complained and they originally refunded me however, 5 months later they are still trying to take more money out of my account after sending me an email in black and white and BOLD letters that the subscription was cancelled and no money will be taken from my account. Please don’t fall in this trap! ❌",negative,-0.8348
14159709757,Soulmate Sketch,"I recently at stumbled across this app. I’d broken up with someone I’d met online, but never in person…..was feeling lost. The readings have helped a little. Still a long way to go, but the readings resonate.

The palm reading is very to the point, describes me to a T!
It’s as if this has been written by somebody me that absolutely knows me!

Spookily accurate 🥹

Reading about my soulmate, all makes perfect sense, the descriptions of me and how I am as a partner are exceptionally accurate……now I just need to find my man 🥺",5,Gingi0308,,2026-06-08T20:36:58Z,gb,"Soulmate Sketch. I recently at stumbled across this app. I’d broken up with someone I’d met online, but never in person.....was feeling lost. The readings have helped a little. Still a long way to go, but the readings resonate. The palm reading is very to the point, describes me to a T! It’s as if this has been written by somebody me that absolutely knows me! Spookily accurate 🥹 Reading about my soulmate, all makes perfect sense, the descriptions of me and how I am as a partner are exceptionally accurate......now I just need to find my man 🥺",positive,0.9357
12257390428,Great app!,I’ve really enjoyed this app so far! I haven’t subscribed for the full app but have got the information I wanted and find it useful and totally fascinating! I love all to do with astrology and tarot cards and this covers so much. It even gives you the chance to have 3min free chats with tarot readers too (included in the price you pay). I’m delighted to know my spirit animal (it’s a black cat which sits right with me!) and lots of other information including your daily horoscope! You can go on to subscribe if you wish but there is no pressure from the company! I’m happy I took up the chance to experience this app! Thank you Nebula 🐈‍⬛,5,Fiona Jane 14,,2025-02-01T14:37:13Z,gb,Great app!. I’ve really enjoyed this app so far! I haven’t subscribed for the full app but have got the information I wanted and find it useful and totally fascinating! I love all to do with astrology and tarot cards and this covers so much. It even gives you the chance to have 3min free chats with tarot readers too (included in the price you pay). I’m delighted to know my spirit animal (it’s a black cat which sits right with me!) and lots of other information including your daily horoscope! You can go on to subscribe if you wish but there is no pressure from the company! I’m happy I took up the chance to experience this app! Thank you Nebula 🐈‍⬛,positive,0.9972
14078759281,Pretty accurate,"I’m fairly experienced with these type of quizzes and tests so I feel qualified to give a non biased opinion. 
I have no negative feedback only constructive criticism so you can build on it. I personally believe that I can select more than one of the multiple choice answers and that it would be beneficial to have an extra option for this. Or be able to select more than one of the staple answers. 
Just my thoughts though and I’m very happy with the results as it is. I’m just very particular and always looking for ways to improve everything!! 
Thanks for your service to humanity and Mother Earth and humanity in general xx peace and love to all xx",5,Leila Rosalie,,2026-05-18T15:11:13Z,gb,Pretty accurate. I’m fairly experienced with these type of quizzes and tests so I feel qualified to give a non biased opinion. I have no negative feedback only constructive criticism so you can build on it. I personally believe that I can select more than one of the multiple choice answers and that it would be beneficial to have an extra option for this. Or be able to select more than one of the staple answers. Just my thoughts though and I’m very happy with the results as it is. I’m just very particular and always looking for ways to improve everything!! Thanks for your service to humanity and Mother Earth and humanity in general xx peace and love to all xx,positive,0.9863
13566081026,Mr.,"I had a really great experience with this horoscope reading. It was surprisingly accurate, detailed, and resonated deeply with my current situation. The reading felt personalized rather than generic, and it gave me clarity and reassurance about things I’ve been thinking about for a while. I truly appreciated the time and effort put into it, and I would definitely recommend this service to anyone looking for meaningful insight and guidance. Thank you for such an amazing experience!",5,tmicee,,2025-12-28T19:59:23Z,gb,"Mr.. I had a really great experience with this horoscope reading. It was surprisingly accurate, detailed, and resonated deeply with my current situation. The reading felt personalized rather than generic, and it gave me clarity and reassurance about things I’ve been thinking about for a while. I truly appreciated the time and effort put into it, and I would definitely recommend this service to anyone looking for meaningful insight and guidance. Thank you for such an amazing experience!",positive,0.9918
14057756306,This is beautiful,"You do have to keep making payments which is a shame but understandable since you are paying for readers time. So far, I have found the answers honest and reliable. Some of them you have to take with a pinch of salt but overall it is beautiful",5,Bradleybear2372,,2026-05-12T22:11:14Z,gb,"This is beautiful. You do have to keep making payments which is a shame but understandable since you are paying for readers time. So far, I have found the answers honest and reliable. Some of them you have to take with a pinch of salt but overall it is beautiful",positive,0.9521
7549598025,This is not what i signed up for nebs.,I do not like that every hour i get harassed with 69 notifications from Svetlana saying “Find out when you will get pregnant 😍💭” or “When will you get married? ❤️💭”. No Svetlana i will not let you take advantage of me while trying to steal my money for a generic answer thank you very much and also i cannot get pregnant so i would like if you didn’t remind me of that every time i check my phone. Anyways i have to get back to developing my archery skills goodbye for now my lovely’s and blessed be to all 🖤🥺,1,snowflake4070,,2021-07-07T14:16:11Z,gb,This is not what i signed up for nebs.. I do not like that every hour i get harassed with 69 notifications from Svetlana saying “Find out when you will get pregnant 😍💭” or “When will you get married? ❤️💭”. No Svetlana i will not let you take advantage of me while trying to steal my money for a generic answer thank you very much and also i cannot get pregnant so i would like if you didn’t remind me of that every time i check my phone. Anyways i have to get back to developing my archery skills goodbye for now my lovely’s and blessed be to all 🖤🥺,negative,-0.0949
12313578845,Amazing,The guides on here such as Charles and luna have been very helpful in making sure i know what I need to be answered and also what will happen in the future. Charles has helped me a lot through a very tough phase in my life,5,Thisissounnecessary,,2025-02-15T12:45:19Z,gb,Amazing. The guides on here such as Charles and luna have been very helpful in making sure i know what I need to be answered and also what will happen in the future. Charles has helped me a lot through a very tough phase in my life,positive,0.9063
11522448605,Be careful signing up to this app!,"Signed up for a three day free trial but the yearly fee was taken from my account instantly! I had to contact Apple for a refund. 
The app itself is ok but they are constantly trying to take money from you for anything and everything! Deleted and unsubscribed! This app could easily end up costing you a fortune and the info is not that great.",2,Clarelouise111,,2024-07-22T16:36:33Z,gb,Be careful signing up to this app!. Signed up for a three day free trial but the yearly fee was taken from my account instantly! I had to contact Apple for a refund. The app itself is ok but they are constantly trying to take money from you for anything and everything! Deleted and unsubscribed! This app could easily end up costing you a fortune and the info is not that great.,positive,0.061
13405830846,Card reading,Great communication & beautiful energy I always feel with Olivia ( tarot card reader ) I highly recommend her services. Olivia has a special gift & it’s real honest.,5,Diamond mills,,2025-11-16T17:18:05Z,gb,Card reading. Great communication & beautiful energy I always feel with Olivia ( tarot card reader ) I highly recommend her services. Olivia has a special gift & it’s real honest.,positive,0.9837
13589613924,So eye opening!,"This app is the real deal,
It’s a simple way to connect with experts in the field to give you a little nudge when stuck. It helped a lot. This Outsider Artist is on the up and up!",5,SLART THE ARTIST,,2026-01-03T13:53:19Z,gb,"So eye opening!. This app is the real deal, It’s a simple way to connect with experts in the field to give you a little nudge when stuck. It helped a lot. This Outsider Artist is on the up and up!",positive,0.3387
12246083820,Helpful so far,"I have had readings from 2 psychics and really connected with the one. Nino was honest and insightful, explaining each card as he reads them to me. I appreciate the insight and perspective. I never thought I would be into this but I am. I also find the daily tarot card reading incredibly useful and relevant - also helps with perspective and reframing",4,Biancaaleeraff,,2025-01-29T19:33:09Z,gb,"Helpful so far. I have had readings from 2 psychics and really connected with the one. Nino was honest and insightful, explaining each card as he reads them to me. I appreciate the insight and perspective. I never thought I would be into this but I am. I also find the daily tarot card reading incredibly useful and relevant - also helps with perspective and reframing",positive,0.7058
8347407621,"Very surface level, basic astrology.","This app claims to take a ‘deep dive’ into astrology. However, I don’t agree. I think this app only entails beginner, surface level astrology. There’s only information regarding your sun sign, they don’t delve into the other deeper elements such as personal or house placements. This app is only useful to those who are new to astrology and don’t want to delve deep into their full chart.",2,lucíndα,,2022-02-12T14:06:50Z,gb,"Very surface level, basic astrology.. This app claims to take a ‘deep dive’ into astrology. However, I don’t agree. I think this app only entails beginner, surface level astrology. There’s only information regarding your sun sign, they don’t delve into the other deeper elements such as personal or house placements. This app is only useful to those who are new to astrology and don’t want to delve deep into their full chart.",positive,0.0954
12649487827,Misleading,Very misleading app they ask for a contribution which I have and then 7 days later they charged me £35 for a subscription I never signed up for. No where does it explain that they will be taking money for a subscription I did not consent to having. Day light robbery. Very disappointed with the dishonesty. I will be sure to let people know to be careful and to find a trustworthy app to use.,1,cool J2025,,2025-05-12T22:19:25Z,gb,Misleading. Very misleading app they ask for a contribution which I have and then 7 days later they charged me £35 for a subscription I never signed up for. No where does it explain that they will be taking money for a subscription I did not consent to having. Day light robbery. Very disappointed with the dishonesty. I will be sure to let people know to be careful and to find a trustworthy app to use.,negative,-0.8697
10579401408,Absolute LIARS! Scammers?,I saw their advertisement in Insta or facebook and it said to pay so you can get your astrological readings and all  … So I payed and yet nothing … I did not get anything!!!! The browser page on my IPHONE PRO started acting HALF AN HOUR like its loading on their page and just like that nothing !!!! And I paid something do Im starting to think they even stole my cards details like I don’t know. They set it on automatic payment !!!! And i want to cancel that for sure 🎀🎀✅✅✅✅✅,1,Inlovewithmyself98,,2023-11-12T22:44:27Z,gb,Absolute LIARS! Scammers?. I saw their advertisement in Insta or facebook and it said to pay so you can get your astrological readings and all ... So I payed and yet nothing ... I did not get anything!!!! The browser page on my IPHONE PRO started acting HALF AN HOUR like its loading on their page and just like that nothing !!!! And I paid something do Im starting to think they even stole my cards details like I don’t know. They set it on automatic payment !!!! And i want to cancel that for sure 🎀🎀✅✅✅✅✅,negative,-0.2116
7472177585,Takes money without permission. SCAM,"I tried to purchase one item which it flashed up with an offer offering me for $4.99 but then I have just seen on my bank statements it has taken 2 payments of $9.99!!! I have emailed them about this but received no response. How can people take money from your account you have definitely not approved?

I have already emailed despite their reply below ignoring this fact and the company show no effort to fix the issue and simply send back preplanned replies. Awful service, PayPal dispute started.",1,Holes94,,2021-06-16T19:15:03Z,gb,"Takes money without permission. SCAM. I tried to purchase one item which it flashed up with an offer offering me for $4.99 but then I have just seen on my bank statements it has taken 2 payments of $9.99!!! I have emailed them about this but received no response. How can people take money from your account you have definitely not approved? I have already emailed despite their reply below ignoring this fact and the company show no effort to fix the issue and simply send back preplanned replies. Awful service, PayPal dispute started.",negative,-0.9704
13832904958,Love,This website has helped come to terms with my past love experience and I am ready to move on from hurt and pain. I would recommend this to anyone looking for clarity,5,Twistaflash,,2026-03-10T09:22:03Z,gb,Love. This website has helped come to terms with my past love experience and I am ready to move on from hurt and pain. I would recommend this to anyone looking for clarity,positive,0.9278
13720365911,It was accurate,"I was in doubt at first but i gave it a try, I’m not gonna lose anything for trying and everything the Psychic said came true",5,Ms Hopeless Romantic,,2026-02-06T19:31:53Z,gb,"It was accurate. I was in doubt at first but i gave it a try, I’m not gonna lose anything for trying and everything the Psychic said came true",positive,0.8519
14170639812,Cancelled Account,I used this service for a matter of days and then deleted my account. I also kept on eye on my subscriptions and at no point did it appear in my Apple account subscriptions list. You have just tried to take a payment and luckily it declined as I don’t keep money in that account. There doesn’t seem to be away for me to remove you or my payment details from your system. Please do so with immediate effect. This has been a very negative experience.,1,Gill-K,,2026-06-11T17:02:55Z,gb,Cancelled Account. I used this service for a matter of days and then deleted my account. I also kept on eye on my subscriptions and at no point did it appear in my Apple account subscriptions list. You have just tried to take a payment and luckily it declined as I don’t keep money in that account. There doesn’t seem to be away for me to remove you or my payment details from your system. Please do so with immediate effect. This has been a very negative experience.,negative,-0.6799
12339183335,App technical glitch - won’t refund- added credits instead,"The app had a technical glitch and just to be on the safe side I checked my account. I messaged straightaway stating that the extra attempts were not showing, and it was not to purchase any credits in that amount. Instead of refunding, they added the credits, whilst admitting there was a technical glitch and now the support agent is awol. 
Total scam and need to get the money back, now conveniently they’re not replying. Total joke and scam.
Update: they are saying they will not refund. Despite the fact I followed the info online - submitted the evidence and they admitted a technical error. I want my refund - I do not want the credits.
Last Update: After stating it was theft, and stating it was their error - and also looking up and getting the legal and bank routes of attempting to reimburse the loss - they confirmed they will refund the money. Despite it being online - as a consumer we are protected by consumer rights especially on unfair practices when the issue is a technical fault. Depending on the country you are in. Lots of info online about it. 
But it seems I’ve given this app too many chances. Not sure why I’m still trying. That was unnecessarily difficult and stressful.",1,Actually Played The Games,,2025-02-21T23:17:23Z,gb,"App technical glitch - won’t refund- added credits instead. The app had a technical glitch and just to be on the safe side I checked my account. I messaged straightaway stating that the extra attempts were not showing, and it was not to purchase any credits in that amount. Instead of refunding, they added the credits, whilst admitting there was a technical glitch and now the support agent is awol. Total scam and need to get the money back, now conveniently they’re not replying. Total joke and scam. Update: they are saying they will not refund. Despite the fact I followed the info online - submitted the evidence and they admitted a technical error. I want my refund - I do not want the credits. Last Update: After stating it was theft, and stating it was their error - and also looking up and getting the legal and bank routes of attempting to reimburse the loss - they confirmed they will refund the money. Despite it being online - as a consumer we are protected by consumer rights especially on unfair practices when the issue is a technical fault. Depending on the country you are in. Lots of info online about it. But it seems I’ve given this app too many chances. Not sure why I’m still trying. That was unnecessarily difficult and stressful.",negative,-0.9636
13082956197,Honestly WOW,honestly i love the design and the feel on this app it’s beautiful and i felt right at home! 🥰🥳🪽🌟. as an earth angel i have seeked guidance. truly it’s the palm reading for me i aligned with everything! and they have loads of free articles if you don’t wanna pay. which is inclusive. also i used the psychics. The one i used it didn’t align but maybe I’ll try others in the future. i feel more aligned ✨🪽🌟.,4,eangel111,,2025-08-31T16:20:45Z,gb,Honestly WOW. honestly i love the design and the feel on this app it’s beautiful and i felt right at home! 🥰🥳🪽🌟. as an earth angel i have seeked guidance. truly it’s the palm reading for me i aligned with everything! and they have loads of free articles if you don’t wanna pay. which is inclusive. also i used the psychics. The one i used it didn’t align but maybe I’ll try others in the future. i feel more aligned ✨🪽🌟.,positive,0.7284
13537023231,Lengthy but accurate,"The list of questions was lengthy. Reading took a few days to come up, it’s not as easy as click on link and read. You have to to download app. But the reading seems good. I can connect to most things it states..",3,Hdjsinend,,2025-12-21T02:22:38Z,gb,"Lengthy but accurate. The list of questions was lengthy. Reading took a few days to come up, it’s not as easy as click on link and read. You have to to download app. But the reading seems good. I can connect to most things it states..",positive,0.094
13776480936,Rubbish,"I filled out a questionnaire which was more linked to witch magic on Instagram, and then got pulled into the app. I only paid a pound but then was given an inaccurate birth chart - they didn’t ask for my time or place of birth so all the houses are wrong. Plus there was no follow up on the witch theme. I contacted them but no reply. And constant hassle to pay to speak to one of their ‘psychics’ it feels like a way of preying on lost people to consume knowledge from outside of themselves. Leaves me with a bad feeling.",1,MimosaRD,,2026-02-22T11:02:34Z,gb,"Rubbish. I filled out a questionnaire which was more linked to witch magic on Instagram, and then got pulled into the app. I only paid a pound but then was given an inaccurate birth chart - they didn’t ask for my time or place of birth so all the houses are wrong. Plus there was no follow up on the witch theme. I contacted them but no reply. And constant hassle to pay to speak to one of their ‘psychics’ it feels like a way of preying on lost people to consume knowledge from outside of themselves. Leaves me with a bad feeling.",negative,-0.9797
14401052310,Amazing app,This app is helping for you to understand what are you feeling at exactly and who you really are in the relationship or as a single person.,5,Bluebird31psl,,2026-08-08T01:30:38Z,gb,Amazing app. This app is helping for you to understand what are you feeling at exactly and who you really are in the relationship or as a single person.,positive,0.879
12525509573,Fab customer service,"I tried this app from simply out of curiosity. Unfortunately, this wasn’t for me as I now know that I am not horoscope lover. If you are interested in star signs etc you may like it. The reason I gave 5-star is because of Jacob who did brilliant job as a customer service agent. He was very patient, polite and looked after me with professional manner.",5,misslisaxxx,,2025-04-10T08:36:30Z,gb,"Fab customer service. I tried this app from simply out of curiosity. Unfortunately, this wasn’t for me as I now know that I am not horoscope lover. If you are interested in star signs etc you may like it. The reason I gave 5-star is because of Jacob who did brilliant job as a customer service agent. He was very patient, polite and looked after me with professional manner.",positive,0.88
12253164380,SCAM !!,"It’s trying continuously trying to take me 39€ for a subscription I didn’t make and doesn’t let me cancel it and blocked my card for your scam 😡😡!! After this happened to me i came to check the reviews and see the same problem to almost all of the users even years ago and you guys still let it happened, how does apple allow you guys to do this 🤬!!!",1,Loku Luton,,2025-01-31T14:54:14Z,gb,"SCAM !!. It’s trying continuously trying to take me 39€ for a subscription I didn’t make and doesn’t let me cancel it and blocked my card for your scam 😡😡!! After this happened to me i came to check the reviews and see the same problem to almost all of the users even years ago and you guys still let it happened, how does apple allow you guys to do this 🤬!!!",negative,-0.9674
11319697163,SCAM,"Beware of this app—it's a total scam! They subtly prompt you to make a ""donation"" and cleverly hide the ""skip"" button during the sign-up process. By the time you realize what's happening, they've already secured authorization to charge your card. I was misled into paying $45 for a completely inaccurate birth chart. Moreover, their customer service is just as deceptive. After I complained, they only offered a ""courtesy"" refund of 50%. Exercise caution and steer clear of both this app and their web version.",1,GioAR,,2024-05-29T11:24:53Z,gb,"SCAM. Beware of this app—it's a total scam! They subtly prompt you to make a ""donation"" and cleverly hide the ""skip"" button during the sign-up process. By the time you realize what's happening, they've already secured authorization to charge your card. I was misled into paying $45 for a completely inaccurate birth chart. Moreover, their customer service is just as deceptive. After I complained, they only offered a ""courtesy"" refund of 50%. Exercise caution and steer clear of both this app and their web version.",negative,-0.731
13023989632,Positive experience,I have found some good advisors on here who have offered great insights and advice. The support team are also helpful when/if I have issues,5,Let’sendonahigh,,2025-08-16T16:54:13Z,gb,Positive experience. I have found some good advisors on here who have offered great insights and advice. The support team are also helpful when/if I have issues,positive,0.9721
14325551684,Soul mate,Reading the soul mate section was so interesting I definitely needed to hear that today! The daily horoscope is very in depth and also accurate very accurate. Thank you Nebula,5,Sazsimo82,,2026-07-20T08:49:23Z,gb,Soul mate. Reading the soul mate section was so interesting I definitely needed to hear that today! The daily horoscope is very in depth and also accurate very accurate. Thank you Nebula,positive,0.93
12665808430,Refund,"Had very bad experience, and by mistake ( through trial period ) purchased year subscription. I contacted custumer service and was refused refund with no explanation given. I asked for partial refund second time around and was refused again. Apple is handling refunds so I am complaining about service on their part. Hopefully application developers themselves can have more say themselves in future regarding refunds too as they seemed to be much more forthcoming, but unable to help.",1,talia666,,2025-05-17T11:34:14Z,gb,"Refund. Had very bad experience, and by mistake ( through trial period ) purchased year subscription. I contacted custumer service and was refused refund with no explanation given. I asked for partial refund second time around and was refused again. Apple is handling refunds so I am complaining about service on their part. Hopefully application developers themselves can have more say themselves in future regarding refunds too as they seemed to be much more forthcoming, but unable to help.",negative,-0.6283
